2.989,-9.222,106.291,98.11354065,
3.694,-9.390,106.291,98.11354065,
4.400,-9.558,106.291,98.11354065,
2.989,-9.222,106.796,98.11354065,
3.694,-9.390,106.796,98.11354065,
4.400,-9.558,106.796,98.11354065,
2.989,-9.222,107.301,98.11354065,
3.694,-9.390,107.301,98.11354065,
4.400,-9.558,107.301,98.11354065,
2.983,-9.247,106.291,98.94665527,
2.986,-9.234,106.291,98.94665527,
2.989,-9.222,106.291,98.94665527,
2.983,-9.247,106.796,98.94665527,
2.986,-9.234,106.796,98.94665527,
2.989,-9.222,106.796,98.94665527,
2.983,-9.247,107.301,98.94665527,
2.986,-9.234,107.301,98.94665527,
2.989,-9.222,107.301,98.94665527,
2.983,-9.247,107.301,260.9542542,
3.688,-9.414,107.301,260.9542542,
4.394,-9.582,107.301,260.9542542,
2.983,-9.247,106.796,260.9542542,
3.688,-9.414,106.796,260.9542542,
4.394,-9.582,106.796,260.9542542,
2.983,-9.247,106.291,260.9542542,
3.688,-9.414,106.291,260.9542542,
4.394,-9.582,106.291,260.9542542,
4.394,-9.582,107.301,215.2632294,
4.397,-9.570,107.301,215.2632294,
4.400,-9.558,107.301,215.2632294,
4.394,-9.582,106.796,215.2632294,
4.397,-9.570,106.796,215.2632294,
4.400,-9.558,106.796,215.2632294,
4.394,-9.582,106.291,215.2632294,
4.397,-9.570,106.291,215.2632294,
4.400,-9.558,106.291,215.2632294,
2.248,-9.046,106.291,98.11354065,
2.618,-9.134,106.291,98.11354065,
2.989,-9.222,106.291,98.11354065,
2.248,-9.046,106.796,98.11354065,
2.618,-9.134,106.796,98.11354065,
2.989,-9.222,106.796,98.11354065,
2.248,-9.046,107.301,98.11354065,
2.618,-9.134,107.301,98.11354065,
2.989,-9.222,107.301,98.11354065,
2.242,-9.071,106.291,98.94665527,
2.245,-9.058,106.291,98.94665527,
2.248,-9.046,106.291,98.94665527,
2.242,-9.071,106.796,98.94665527,
2.245,-9.058,106.796,98.94665527,
2.248,-9.046,106.796,98.94665527,
2.242,-9.071,107.301,98.94665527,
2.245,-9.058,107.301,98.94665527,
2.248,-9.046,107.301,98.94665527,
2.242,-9.071,107.301,260.9542542,
2.613,-9.159,107.301,260.9542542,
2.983,-9.247,107.301,260.9542542,
2.242,-9.071,106.796,260.9542542,
2.613,-9.159,106.796,260.9542542,
2.983,-9.247,106.796,260.9542542,
2.242,-9.071,106.291,260.9542542,
2.613,-9.159,106.291,260.9542542,
2.983,-9.247,106.291,260.9542542,
2.983,-9.247,107.301,215.2632294,
2.986,-9.234,107.301,215.2632294,
2.989,-9.222,107.301,215.2632294,
2.983,-9.247,106.796,215.2632294,
2.986,-9.234,106.796,215.2632294,
2.989,-9.222,106.796,215.2632294,
2.983,-9.247,106.291,215.2632294,
2.986,-9.234,106.291,215.2632294,
2.989,-9.222,106.291,215.2632294,
0.837,-8.711,106.291,98.11354065,
1.543,-8.879,106.291,98.11354065,
2.248,-9.046,106.291,98.11354065,
0.837,-8.711,106.796,98.11354065,
1.543,-8.879,106.796,98.11354065,
2.248,-9.046,106.796,98.11354065,
0.837,-8.711,107.301,98.11354065,
1.543,-8.879,107.301,98.11354065,
2.248,-9.046,107.301,98.11354065,
0.832,-8.735,106.291,98.94665527,
0.834,-8.723,106.291,98.94665527,
0.837,-8.711,106.291,98.94665527,
0.832,-8.735,106.796,98.94665527,
0.834,-8.723,106.796,98.94665527,
0.837,-8.711,106.796,98.94665527,
0.832,-8.735,107.301,98.94665527,
0.834,-8.723,107.301,98.94665527,
0.837,-8.711,107.301,98.94665527,
0.832,-8.735,107.301,260.9542542,
1.537,-8.903,107.301,260.9542542,
2.242,-9.071,107.301,260.9542542,
0.832,-8.735,106.796,260.9542542,
1.537,-8.903,106.796,260.9542542,
2.242,-9.071,106.796,260.9542542,
0.832,-8.735,106.291,260.9542542,
1.537,-8.903,106.291,260.9542542,
2.242,-9.071,106.291,260.9542542,
2.242,-9.071,107.301,215.2632294,
2.245,-9.058,107.301,215.2632294,
2.248,-9.046,107.301,215.2632294,
2.242,-9.071,106.796,215.2632294,
2.245,-9.058,106.796,215.2632294,
2.248,-9.046,106.796,215.2632294,
2.242,-9.071,106.291,215.2632294,
2.245,-9.058,106.291,215.2632294,
2.248,-9.046,106.291,215.2632294,
2.989,-9.222,105.416,98.11354065,
3.694,-9.390,105.416,98.11354065,
4.400,-9.558,105.416,98.11354065,
2.989,-9.222,105.854,98.11354065,
3.694,-9.390,105.854,98.11354065,
4.400,-9.558,105.854,98.11354065,
2.989,-9.222,106.291,98.11354065,
3.694,-9.390,106.291,98.11354065,
4.400,-9.558,106.291,98.11354065,
2.983,-9.247,105.416,98.94665527,
2.986,-9.234,105.416,98.94665527,
2.989,-9.222,105.416,98.94665527,
2.983,-9.247,105.854,98.94665527,
2.986,-9.234,105.854,98.94665527,
2.989,-9.222,105.854,98.94665527,
2.983,-9.247,106.291,98.94665527,
2.986,-9.234,106.291,98.94665527,
2.989,-9.222,106.291,98.94665527,
2.983,-9.247,106.291,260.9542542,
3.688,-9.414,106.291,260.9542542,
4.394,-9.582,106.291,260.9542542,
2.983,-9.247,105.854,260.9542542,
3.688,-9.414,105.854,260.9542542,
4.394,-9.582,105.854,260.9542542,
2.983,-9.247,105.416,260.9542542,
3.688,-9.414,105.416,260.9542542,
4.394,-9.582,105.416,260.9542542,
4.394,-9.582,106.291,215.2632294,
4.397,-9.570,106.291,215.2632294,
4.400,-9.558,106.291,215.2632294,
4.394,-9.582,105.854,215.2632294,
4.397,-9.570,105.854,215.2632294,
4.400,-9.558,105.854,215.2632294,
4.394,-9.582,105.416,215.2632294,
4.397,-9.570,105.416,215.2632294,
4.400,-9.558,105.416,215.2632294,
2.248,-9.046,105.416,98.11354065,
2.618,-9.134,105.416,98.11354065,
2.989,-9.222,105.416,98.11354065,
2.248,-9.046,105.854,98.11354065,
2.618,-9.134,105.854,98.11354065,
2.989,-9.222,105.854,98.11354065,
2.248,-9.046,106.291,98.11354065,
2.618,-9.134,106.291,98.11354065,
2.989,-9.222,106.291,98.11354065,
2.242,-9.071,105.416,98.94665527,
2.245,-9.058,105.416,98.94665527,
2.248,-9.046,105.416,98.94665527,
2.242,-9.071,105.854,98.94665527,
2.245,-9.058,105.854,98.94665527,
2.248,-9.046,105.854,98.94665527,
2.242,-9.071,106.291,98.94665527,
2.245,-9.058,106.291,98.94665527,
2.248,-9.046,106.291,98.94665527,
2.242,-9.071,106.291,260.9542542,
2.613,-9.159,106.291,260.9542542,
2.983,-9.247,106.291,260.9542542,
2.242,-9.071,105.854,260.9542542,
2.613,-9.159,105.854,260.9542542,
2.983,-9.247,105.854,260.9542542,
2.242,-9.071,105.416,260.9542542,
2.613,-9.159,105.416,260.9542542,
2.983,-9.247,105.416,260.9542542,
2.983,-9.247,106.291,215.2632294,
2.986,-9.234,106.291,215.2632294,
2.989,-9.222,106.291,215.2632294,
2.983,-9.247,105.854,215.2632294,
2.986,-9.234,105.854,215.2632294,
